ds,yhat
2022-08-05,79.35
2022-08-08,79.587
2022-08-09,79.563
2022-08-10,79.051
2022-08-11,79.56
2022-08-12,79.62
2022-08-15,79.532
2022-08-16,79.24
2022-08-17,79.35
2022-08-18,79.73
2022-08-19,79.848
2022-08-20,77.9333
2022-08-21,77.9456
2022-08-22,78.3836
2022-08-23,78.3929
2022-08-24,78.3801
2022-08-25,78.3864
2022-08-26,78.3844
2022-08-27,77.9758
2022-08-28,77.9743
2022-08-29,78.3992
