ds,yhat
2022-08-05,0.0126
2022-08-08,0.0126
2022-08-09,0.0126
2022-08-10,0.0126
2022-08-11,0.0126
2022-08-12,0.0126
2022-08-15,0.0126
2022-08-16,0.0126
2022-08-17,0.0126
2022-08-18,0.0125
2022-08-19,0.0125
2022-08-20,0.0128
2022-08-21,0.0128
2022-08-22,0.0127
2022-08-23,0.0127
2022-08-24,0.0127
2022-08-25,0.0127
2022-08-26,0.0127
2022-08-27,0.0128
2022-08-28,0.0128
2022-08-29,0.0127
