ds,yhat
2022-08-05,9.7847
2022-08-08,9.7473
2022-08-09,9.7263
2022-08-10,9.5198
2022-08-11,9.5243
2022-08-12,9.562
2022-08-15,9.7106
2022-08-16,9.6607
2022-08-17,9.6908
2022-08-18,9.7302
2022-08-19,9.7985
2022-08-20,9.2008
2022-08-21,9.1985
2022-08-22,9.4914
2022-08-23,9.4868
2022-08-24,9.4781
2022-08-25,9.4773
2022-08-26,9.4783
2022-08-27,9.1775
2022-08-28,9.1735
2022-08-29,9.4653
